BoroCode,BoroName,created_datetime,dataset,geometry,id,location.adminArea1,location.adminArea1Type,location.adminArea3,location.adminArea3Type,location.adminArea4,location.adminArea4Type,location.adminArea5,location.adminArea5Type,location.displayLatLng.lat,location.displayLatLng.lng,location.dragPoint,location.geocodeQuality,location.geocodeQualityCode,location.latLng.lat,location.latLng.lng,location.linkId,location.mapUrl,location.postalCode,location.sideOfStreet,location.street,location.type,location_type,reason,submission_sets.support.length,submission_sets.support.url,submitter,submitter.avatar_url,submitter.id,submitter.name,submitter.username,submitter_name,updated_datetime,url,user_token,visible
3,Brooklyn,2014-11-10T18:28:00.943719+00:00,568,POINT (-73.9694719999999961 40.6725029999999990),277804,US,Country,NY,State,Kings County,County,New York City,City,40.672421,-73.969285,False,ADDRESS,L1AAA,40.672503,-73.969472,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.67250330019433,-73.96947205066681,0,0|&center=40.67250330019433,-73.96947205066681&zoom=15&rand=-1246491362",11238,N,Service Entry,s,suggestion,Brooklyn Public Library ,,,,,,,,Isaac LS Doughty,2014-11-10T18:28:01.686914+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277804,session:839a5cde4ef8165620bfccc97ab9b87f,True
1,Manhattan,2014-11-10T17:56:00.069549+00:00,568,POINT (-73.9341210000000046 40.8590749999999971),277794,US,Country,NY,State,New York County,County,New York City,City,40.859055,-73.933995,False,ADDRESS,L1AAA,40.859075,-73.934121,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.859074878914896,-73.93412053585052,0,0|&center=40.859074878914896,-73.93412053585052&zoom=15&rand=674785946",10040,N,Margaret Corbin Plaza,s,suggestion,"Entrance to the Fort Tryon Park, near Cloisters, near Riverside Park bike path provides tourists and locals with easy transport for day trips and errands.",,,,,,,,Amala Lane,2014-11-10T17:56:00.869824+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277794,session:62fdadb166dfa6f757cf36aa1923a039,True
4,Queens,2014-11-10T17:42:55.993743+00:00,568,POINT (-73.8624789999999933 40.7225309999999965),277780,US,Country,NY,State,Queens County,County,New York City,City,40.722526,-73.862457,False,ADDRESS,L1AAA,40.722531,-73.862479,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.722530673283316,-73.86247873306274,0,0|&center=40.722530673283316,-73.86247873306274&zoom=15&rand=-769246195",11374,N,64-03 Cromwell Crescent,s,suggestion,,,,,,,,,Art,2014-11-10T17:43:02.934710+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277780,session:ad81c927036dcce220a34cb69ea75db4,True
4,Queens,2014-11-10T16:09:49.439398+00:00,568,POINT (-73.9182789999999983 40.7429940000000030),277769,US,Country,NY,State,Queens County,County,New York City,City,40.742826,-73.918285,False,ADDRESS,L1AAA,40.742994,-73.918279,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.74299362417369,-73.91827940940857,0,0|&center=40.74299362417369,-73.91827940940857&zoom=15&rand=-818061615",11377,N,46-12 Queens Boulevard,s,suggestion,Its near the subway,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277769/support,,,,,,mohammed,2014-11-10T16:09:50.266352+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277769,session:925af0f4d1fcb21c58056dd06a178e4e,True
1,Manhattan,2014-11-10T13:17:39.865897+00:00,568,POINT (-73.9898409999999984 40.7581399999999974),277729,US,Country,NY,State,New York County,County,New York City,City,40.757945,-73.98994,False,ADDRESS,L1AAA,40.75814,-73.989841,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.758139632635206,-73.9898407459259,0,0|&center=40.758139632635206,-73.9898407459259&zoom=15&rand=-499740325",10036,N,306 West 43rd Street,s,suggestion,near the crosstown bike lanes ,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277729/support,,,,,,Brandon,2014-11-10T13:17:40.882968+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277729,session:978020fca9775b01e3bd3b22e0460b4c,True
,,2014-11-10T03:49:13.337286+00:00,568,POINT (-74.0565200000000061 40.7351120000000009),277642,US,Country,NJ,State,Hudson County,County,Jersey City,City,40.735413,-74.056896,False,ADDRESS,L1AAA,40.735112,-74.05652,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.73511243416764,-74.05652046203613,0,0|&center=40.73511243416764,-74.05652046203613&zoom=15&rand=885449076",07306,N,139,s,suggestion,"Major intersection, close to PATH, Little India, many restaurants.",,,,,,,,Davesat,2014-11-10T03:49:13.385858+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277642,session:0597157038a5c9eedf318ef246c653b1,True
,,2014-11-10T03:26:39.520181+00:00,568,POINT (-74.0368584321000043 40.7136889111000002),277641,US,Country,NJ,State,Hudson County,County,Jersey City,City,40.713851,-74.037984,False,ADDRESS,L1AAA,40.713689,-74.036858,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.71368891105583,-74.03685843210042,0,0|&center=40.71368891105583,-74.03685843210042&zoom=15&rand=1096575531",07302,N,Morris Street,s,suggestion,Street space open here. Near many residential buildings ,,,,,,,,charles,2014-11-10T03:26:39.563398+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277641,session:73f45fcc48d7705db1643c35b02b070a,True
1,Manhattan,2014-11-10T03:25:02.982287+00:00,568,POINT (-74.0114331774999954 40.7125595505000035),277639,US,Country,NY,State,New York County,County,New York City,City,40.71221,-74.011217,False,ZIP,Z1XAA,40.712562,-74.011433,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.712561583546076,-74.0114331775203,0,0|&center=40.712561583546076,-74.0114331775203&zoom=12&rand=-1258407901",10048,N,,s,suggestion,Right outside path. Would relieve the usage of the citi bike used 2 blocks up. Pwrfect and clear location,,,,,,,,chadd,2014-11-10T03:25:03.610103+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277639,session:73f45fcc48d7705db1643c35b02b070a,True
1,Manhattan,2014-11-10T03:22:32.941158+00:00,568,POINT (-74.0140884892999935 40.7062467386000009),277636,US,Country,NY,State,New York County,County,New York City,City,40.705719,-74.013995,False,ADDRESS,L1AAA,40.706247,-74.014088,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.7062467385776,-74.0140884893026,0,0|&center=40.7062467385776,-74.0140884893026&zoom=15&rand=365954338",10006,N,Morris Street,s,suggestion,Near the 1 train. Plus bowling Green citi bike is always either full or empty so this would help. ,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277636/support,,,,,,chadd,2014-11-10T03:22:33.880755+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277636,session:73f45fcc48d7705db1643c35b02b070a,True
,,2014-11-10T03:20:44.705973+00:00,568,POINT (-74.0348482131999930 40.7133621734000002),277634,US,Country,NJ,State,Hudson County,County,Jersey City,City,40.713208,-74.035177,False,ADDRESS,L1AAA,40.713466,-74.034757,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.71346585975563,-74.0347570180893,0,0|&center=40.71346585975563,-74.0347570180893&zoom=15&rand=-1270919080",07302,N,Morris Street,s,suggestion,It's in paulus hook near the ferry terminal and nj light rail which thousands use everyday. ,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277634/support,,,,,,chadd,2014-11-10T03:20:44.786586+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277634,session:73f45fcc48d7705db1643c35b02b070a,True
1,Manhattan,2014-11-09T23:56:48.045654+00:00,568,POINT (-73.9742090000000019 40.7371529999999993),277620,US,Country,NY,State,New York County,County,New York City,City,40.736844,-73.973978,False,ADDRESS,L1AAA,40.737153,-73.974209,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.73715293497954,-73.97420883178711,0,0|&center=40.73715293497954,-73.97420883178711&zoom=15&rand=1551671438",10010,N,10 FDR Drive,s,suggestion,All residents of Waterside Plaza would have a quicker access to bikes,,,,,,,,Daniel,2014-11-09T23:56:48.961772+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277620,session:e3285f59b4c1368d7a034246c54ff827,True
,,2014-11-09T18:33:44.272463+00:00,568,POINT (-73.9455659999999995 40.7918670000000034),277583,US,Country,NY,State,New York County,County,New York City,City,40.791629,-73.945875,False,ADDRESS,L1AAA,40.791867,-73.945566,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.79186743147958,-73.94556552171707,0,0|&center=40.79186743147958,-73.94556552171707&zoom=15&rand=431271645",10029,N,East 105th Street,s,suggestion,"This is a wide road (with not many cars), so there is plenty of space to put in the station. Also, there are many people living in the neighborhood will use the station. ",,,,,,,,Casey Chan,2014-11-09T18:33:44.414187+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277583,session:d4501b507a92dd506a7f0463f9b3896a,True
1,Manhattan,2014-11-09T17:58:58.516231+00:00,568,POINT (-73.9411850000000044 40.8049419999999969),277581,US,Country,NY,State,New York County,County,New York City,City,40.804849,-73.941093,False,ADDRESS,L1AAA,40.804942,-73.941185,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.80494161335099,-73.94118547439575,0,0|&center=40.80494161335099,-73.94118547439575&zoom=15&rand=1284826427",10035,N,1919 Madison Avenue,s,suggestion,"It's halfway between the two major East-west subway lines of the 2,3 and the 4,5 and 6 as well as only 2 blocks from Metro-North Transit Station. In addition it is across from the lovely Marcus Garvey Park. ",,,,,,,,Jason Wagner,2014-11-09T17:58:59.149949+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277581,session:16701bb0cd2bdf0683432b657ecb5f71,True
,,2014-11-09T12:27:57.980392+00:00,568,POINT (-73.9501819999999981 40.7713359999999980),277560,US,Country,NY,State,New York County,County,New York City,City,40.771421,-73.95007,False,ADDRESS,L1AAA,40.771336,-73.950182,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.771336238393765,-73.9501816034317,0,0|&center=40.771336238393765,-73.9501816034317&zoom=15&rand=-154580652",10075,N,501 East 79th Street,s,suggestion,It's on a major crosstown artery -and the nearest subway stop is 10 minutes on foot. ,,,,,,,,Chris Natale,2014-11-09T12:27:58.009437+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277560,session:63d42c37ee2e7c6526e0599918107211,True
1,Manhattan,2014-11-09T12:27:40.286261+00:00,568,POINT (-73.9501819999999981 40.7713359999999980),277559,US,Country,NY,State,New York County,County,New York City,City,40.771421,-73.95007,False,ADDRESS,L1AAA,40.771336,-73.950182,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.771336238393765,-73.9501816034317,0,0|&center=40.771336238393765,-73.9501816034317&zoom=15&rand=-154580652",10075,N,501 East 79th Street,s,suggestion,It's on a major crosstown artery -and the nearest subway stop is 10 minutes on foot. ,,,,,,,,Chris Natale,2014-11-09T12:27:43.371704+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277559,session:63d42c37ee2e7c6526e0599918107211,True
3,Brooklyn,2014-11-08T13:08:12.292978+00:00,568,POINT (-73.9697890000000058 40.6725339999999989),277517,US,Country,NY,State,Kings County,County,New York City,City,40.672263,-73.969901,False,ADDRESS,L1AAA,40.672534,-73.969789,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.67253381489595,-73.96978855133057,0,0|&center=40.67253381489595,-73.96978855133057&zoom=15&rand=17249969",11238,N,West Drive,s,suggestion,"All of Prospect Park should be well served by bikes in the next round.  Because it's a park.  Locals and tourists love it.  And bikes in and near the park allow them to visit Botanic Garden, Museum, and all of the neighborhoods near the park.",,,,,,,,Michelle,2014-11-08T13:08:13.002801+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277517,session:1cdb3c4c687660fc913185bec0f5f732,True
3,Brooklyn,2014-11-08T13:05:36.236578+00:00,568,POINT (-73.9442970000000059 40.7143299999999968),277516,US,Country,NY,State,Kings County,County,New York City,City,40.714295,-73.944632,False,ADDRESS,L1AAA,40.71433,-73.944297,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.714329906188986,-73.94429683685303,0,0|&center=40.714329906188986,-73.94429683685303&zoom=15&rand=-1166161027",11211,N,333 Graham Avenue,s,suggestion,East Williamsburg has a lot of young people and tourists.  More and more people are moving to new residential buildings. And it's near the subway.,,,,,,,,Michelle,2014-11-08T13:05:38.309189+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277516,session:1cdb3c4c687660fc913185bec0f5f732,True
3,Brooklyn,2014-11-08T13:04:03.906405+00:00,568,POINT (-73.9537380000000013 40.7300230000000028),277515,US,Country,NY,State,Kings County,County,New York City,City,40.730011,-73.953885,False,ADDRESS,L1AAA,40.730023,-73.953738,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.73002310367934,-73.95373821258545,0,0|&center=40.73002310367934,-73.95373821258545&zoom=15&rand=-588469561",11222,N,892 Manhattan Avenue,s,suggestion,Greenpoint has a lot of young people and tourists.  More and more people are moving to new residential buildings. And it's near the subway.,,,,,,,,Michelle,2014-11-08T13:04:04.864547+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277515,session:1cdb3c4c687660fc913185bec0f5f732,True
1,Manhattan,2014-11-08T02:57:08.874954+00:00,568,POINT (-73.9928290000000004 40.7339460000000031),277507,US,Country,NY,State,New York County,County,New York City,City,40.734056,-73.992857,False,ADDRESS,L1AAA,40.733946,-73.992829,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.73394582490771,-73.9928287267685,0,0|&center=40.73394582490771,-73.9928287267685&zoom=15&rand=-523943057",10003,N,100 University Place,s,suggestion,"Parsons, NYU, and Cardozo School of Law block. ",,,,,,,,Student,2014-11-08T02:57:11.481745+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277507,session:90a08df6ae54fb3368ccb471dfc23313,True
1,Manhattan,2014-11-07T21:42:27.623556+00:00,568,POINT (-73.9492539999999963 40.8020989999999983),277462,US,Country,NY,State,New York County,County,New York City,City,40.802013,-73.949238,False,ADDRESS,L1AAA,40.802099,-73.949254,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.802099177568245,-73.94925355911255,0,0|&center=40.802099177568245,-73.94925355911255&zoom=15&rand=714692677",10026,N,45 West 116th Street,s,suggestion,You could use the bikes for a quick jaunt through northern Central Park or to get around Central Harlem.,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277462/support,,,,,,Mark Canavera,2014-11-07T21:42:28.456584+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277462,session:37a026ce0411b346c241dfcafa75d7b0,True
1,Manhattan,2014-11-07T19:40:11.875032+00:00,568,POINT (-73.9877060000000029 40.7763249999999999),277435,US,Country,NY,State,New York County,County,New York City,City,40.776569,-73.987664,False,ADDRESS,L1AAA,40.776325,-73.987706,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.7763249128498,-73.98770570755005,0,0|&center=40.7763249128498,-73.98770570755005&zoom=15&rand=-900254620",10023,N,303 West 66th Street,s,suggestion,Home... Sweet Home,,,,,,,,RJ,2014-11-07T19:40:12.803225+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277435,session:d863d63f0b006381eb9e0da2ce360839,True
1,Manhattan,2014-11-07T19:38:28.661995+00:00,568,POINT (-73.9899369999999976 40.7775719999999993),277434,US,Country,NY,State,New York County,County,New York City,City,40.777196,-73.990128,False,ADDRESS,L1AAA,40.777572,-73.989937,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.777572022935054,-73.98993730545044,0,0|&center=40.777572022935054,-73.98993730545044&zoom=15&rand=709214615",10069,N,Joe DiMaggio Highway,s,suggestion,Along the riverfront and close to the river dr staircase,,,,,,,,RJ,2014-11-07T19:38:29.210232+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277434,session:d863d63f0b006381eb9e0da2ce360839,True
1,Manhattan,2014-11-07T19:15:56.529562+00:00,568,POINT (-73.9575150000000008 40.7659650000000013),277413,US,Country,NY,State,New York County,County,New York City,City,40.76607,-73.957473,False,ADDRESS,L1AAA,40.765965,-73.957515,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.76596527603732,-73.95751476287842,0,0|&center=40.76596527603732,-73.95751476287842&zoom=15&rand=-1218862815",10021,N,1281 1st Avenue,s,suggestion,services the the 1st ave bike lane ,,,,,,,,Alicia Wnorowski,2014-11-07T19:15:57.911766+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277413,session:35a3a9d5fcc75ca001cff8e9115b88e2,True
3,Brooklyn,2014-11-07T18:55:51.750555+00:00,568,POINT (-73.9580140000000057 40.7321710000000010),277391,US,Country,NY,State,Kings County,County,New York City,City,40.732165,-73.958195,False,ADDRESS,L1AAA,40.732171,-73.958014,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.732171482759114,-73.95801365375519,0,0|&center=40.732171482759114,-73.95801365375519&zoom=15&rand=1232082389",11222,N,163 Franklin Street,s,suggestion,Close to Greenpoint Subway station and along existing bike path.,,,,,,,,Saranga Nakhooda,2014-11-07T18:55:53.293309+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277391,session:8bc41b8148c882ca11ff6c4bd6692b05,True
,,2014-11-07T18:38:42.246101+00:00,568,POINT (-73.9715649999999982 40.8287249999999986),277378,US,Country,NJ,State,Bergen County,County,Edgewater,City,40.828579,-73.972063,False,ADDRESS,L1AAA,40.828725,-73.971565,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.82872464429845,-73.97156506779538,0,0|&center=40.82872464429845,-73.97156506779538&zoom=15&rand=1431040254",07020,N,989 River Road,s,suggestion,"Ferry station, close to Whole Foods, pharmacy, and stores.",1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277378/support,,,,,,Pedro Alvizua,2014-11-07T18:38:42.334168+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277378,session:ec9c306576667916edeb5f51502c64e4,True
,,2014-11-07T18:36:11.952735+00:00,568,POINT (-73.9782026409999958 40.8206452298000002),277376,US,Country,NJ,State,Bergen County,County,Edgewater,City,40.820456,-73.977505,False,ADDRESS,L1AAA,40.820637,-73.978144,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.820637110649315,-73.97814363241196,0,0|&center=40.820637110649315,-73.97814363241196&zoom=15&rand=496223020",07020,N,Russell Avenue,s,suggestion,"Big apartment complex with many commuters. In front of a School, and a park.",1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277376/support,,,,,,Pedro Alvizua,2014-11-07T18:36:11.984236+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277376,session:ec9c306576667916edeb5f51502c64e4,True
,,2014-11-07T18:33:07.418160+00:00,568,POINT (-74.0340649999999982 40.7269580000000033),277375,US,Country,NJ,State,Hudson County,County,Jersey City,City,40.727641,-74.033818,False,ADDRESS,L1AAA,40.726958,-74.034065,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.72695793568467,-74.03406500816345,0,0|&center=40.72695793568467,-74.03406500816345&zoom=15&rand=2146305428",07310,N,Washington Avenue,s,suggestion,Helps commuting into the city,,,,,,,,Diego Alvarez,2014-11-07T18:33:07.448909+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277375,session:a773419c249cbe4ba955bf7d2b6db5a1,True
,,2014-11-07T18:32:17.070503+00:00,568,POINT (-74.0336790000000065 40.7159479999999974),277374,US,Country,NJ,State,Hudson County,County,Jersey City,City,40.715859,-74.033628,False,ADDRESS,L1AAA,40.715948,-74.033679,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.715948184163935,-74.03367877006531,0,0|&center=40.715948184163935,-74.03367877006531&zoom=15&rand=44745639",0732,N,York Street,s,suggestion,Helps commute into the city,,,,,,,,Diego Alvarez,2014-11-07T18:32:17.104428+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277374,session:a773419c249cbe4ba955bf7d2b6db5a1,True
,,2014-11-07T18:31:52.548092+00:00,568,POINT (-74.0421220000000062 40.7194530000000015),277373,US,Country,NJ,State,Hudson County,County,Jersey City,City,40.719715,-74.041883,False,ADDRESS,L1AAA,40.719453,-74.042122,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.71945296291278,-74.04212236404419,0,0|&center=40.71945296291278,-74.04212236404419&zoom=15&rand=847854511",07302,N,100-102 Christopher Columbus Drive,s,suggestion,Help commute into the city,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277373/support,,,,,,Diego Alvarez,2014-11-07T18:31:52.579418+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277373,session:a773419c249cbe4ba955bf7d2b6db5a1,True
,,2014-11-07T18:26:05.666097+00:00,568,POINT (-73.9774999021999946 40.8201323683000012),277369,US,Country,NJ,State,Bergen County,County,Edgewater,City,40.819624,-73.977484,False,ADDRESS,L1AAA,40.819462,-73.978062,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.819461854228145,-73.97806227032561,0,0|&center=40.819461854228145,-73.97806227032561&zoom=15&rand=-720857579",07020,N,River Road,s,suggestion,"Street Mall, with river view restaurants, a Trader Joe's, Tennis Center, and a Gym.",1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277369/support,,,,,,Pedro Alvizua,2014-11-07T18:26:05.697162+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277369,session:ec9c306576667916edeb5f51502c64e4,True
1,Manhattan,2014-11-07T18:20:56.453272+00:00,568,POINT (-73.9354780000000034 40.7959829999999997),277368,US,Country,NY,State,New York County,County,New York City,City,40.795932,-73.935679,False,ADDRESS,L1AAA,40.795983,-73.935478,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.79598346733493,-73.93547773361206,0,0|&center=40.79598346733493,-73.93547773361206&zoom=15&rand=1233928989",10029,N,2257 1st Avenue,s,suggestion,"Protected bike lane, East River, close to East River Plaza (Costco, Target, ...). Not too far from where I live. East Harlem needs a CitiBike spot",,,,https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xpf1/v/t1.0-1/c8.8.96.96/p112x112/1888612_10152022588148335_1062200567_n.jpg?oh=82e4876297cb0db56f47f3ee216c596e&oe=54D307F9&__gda__=1425443694_2a6423abed1009317e7557e1b499b2d6,1801,Martin Schade,MartinSchade,,2014-11-07T18:21:00.246137+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277368,user:1801,True
,,2014-11-07T18:17:57.203546+00:00,568,POINT (-73.9827463031000008 40.8137787806000034),277365,US,Country,NJ,State,Bergen County,County,Edgewater,City,40.813593,-73.983796,False,ADDRESS,L1AAA,40.813509,-73.983629,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.81350879016022,-73.98362874919258,0,0|&center=40.81350879016022,-73.98362874919258&zoom=15&rand=-967124234",07020,N,River Road,s,suggestion,"Popular street mall, with many restaurants, a supermarket, and big stores, e.g., Target.",2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277365/support,,,,,,Pedro Alvizua,2014-11-07T18:17:57.236435+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277365,session:ec9c306576667916edeb5f51502c64e4,True
,,2014-11-07T18:04:59.841715+00:00,568,POINT (-73.9902350307000063 40.8064257225000020),277347,US,Country,NJ,State,Bergen County,County,Edgewater,City,40.810652,-73.989116,False,ADDRESS,L1AAA,40.808336,-73.990624,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.808336134290265,-73.99062395095825,0,0|&center=40.808336134290265,-73.99062395095825&zoom=15&rand=1334093398",07020,N,Old River Road,s,suggestion,"This is a popular street mall, with a big hotel, close to the movie theater, and to many apartment complexes, and restaurants.",1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277347/support,,,,,,Pedro Alvizua,2014-11-07T18:04:59.874226+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/277347,session:ec9c306576667916edeb5f51502c64e4,True
